game_title,steam_price,ps_price,xbox_price,ps_vs_steam_gap_pct,xbox_vs_steam_gap_pct
a night on the farm,4.5,4.99,4.99,10.89,10.89
gnog,9.01,9.99,,10.88,
trainervr,9.01,9.99,,10.88,
valiant hearts: coming home,13.52,14.99,14.99,10.87,10.87
masternoid,13.52,14.99,,10.87,
protodroid delta,18.03,19.99,19.99,10.87,10.87
midnight fight express,18.03,19.99,19.99,10.87,10.87
mineko's night market,18.03,19.99,19.99,10.87,10.87
class of heroes: anniversary edition,18.03,19.99,,10.87,
ghost song,18.03,19.99,19.99,10.87,10.87
cyber shadow,18.03,19.99,19.99,10.87,10.87
tram simulator urban transit,18.03,19.99,19.99,10.87,10.87
snufkin: melody of moominvalley,18.03,19.99,19.99,10.87,10.87
patrick's parabox,18.03,19.99,,10.87,
richman 11,17.13,18.99,18.99,10.86,10.86
amanda the adventurer,8.11,8.99,8.99,10.85,10.85
fae farm,27.06,29.99,29.99,10.83,10.83
prodeus,22.55,24.99,24.99,10.82,10.82
schim,22.55,24.99,24.99,10.82,10.82
gothic murder: adventure that changes destiny,10.82,11.99,,10.81,
totally spies! - cyber mission,36.12,39.99,39.99,10.71,10.71
arcade paradise vr,18.06,19.99,,10.69,
a pretty odd bunny,4.51,4.99,14.07,10.64,211.97
froggy bouncing adventures,4.51,4.99,4.99,10.64,10.64
garten of banban 2,4.51,4.99,4.99,10.64,10.64
the letter: classic edition,1.8,1.99,,10.56,
flame over,9.94,10.99,,10.56,
fear the spotlight,18.08,19.99,19.99,10.56,10.56
sanya,13.56,14.99,14.99,10.55,10.55
aery - broken memories,12.66,13.99,14.99,10.51,18.4
super arcade soccer 2021,3.16,3.49,6.99,10.44,121.2
that time i got reincarnated as a slime isekai chronicles,45.27,49.99,34.99,10.43,-22.71
kuukiyomi 2: consider it more! - new era,4.52,4.99,,10.4,
unwording,4.52,4.99,4.99,10.4,10.4
ringlorn saga gaiden,4.52,4.99,,10.4,
remedium: sentinels,4.52,4.99,4.99,10.4,10.4
kuukiyomi 3: consider it more and more!! - father to son,4.52,4.99,,10.4,
a day without me,4.52,4.99,4.99,10.4,10.4
norman's great illusion,2.71,2.99,4.99,10.33,84.13
the mummy demastered,18.12,19.99,19.99,10.32,10.32
bloodrayne betrayal: fresh bites,18.12,19.99,19.99,10.32,10.32
while the iron's hot,18.12,19.99,19.99,10.32,10.32
cafe 0 ~the sleeping beast~ remastered,18.12,19.99,15.99,10.32,-11.75
goodbye world,10.87,11.99,,10.3,
loretta,13.59,14.99,14.99,10.3,10.3
coffee talk episode 2: hibiscus & butterfly,13.59,14.99,,10.3,
real heroes: firefighter hd,13.59,14.99,14.99,10.3,10.3
windlands 2,27.19,29.99,,10.3,
budget cuts ultimate,27.19,29.99,,10.3,
cyberpunk 2077,45.32,49.99,59.99,10.3,32.37
dead rising deluxe remaster,45.32,49.99,49.99,10.3,10.3
berserk and the band of the hawk,54.39,59.99,,10.3,
blue reflection: second light,54.39,59.99,,10.3,
toukiden: kiwami,54.39,59.99,,10.3,
toukiden 2,54.39,59.99,,10.3,
phantom fury,22.66,24.99,24.99,10.28,10.28
animal well,22.66,24.99,24.99,10.28,10.28
the light brigade,22.66,24.99,,10.28,
"yeah! you want ""those games,"" right? so here you go! now, let's see you clear them!",9.06,9.99,,10.26,
a boy and his blob retro collection,9.06,9.99,,10.26,
tennis elbow 4,27.22,29.99,29.99,10.18,10.18
evil diary,4.53,4.99,4.99,10.15,10.15
tango fiesta,9.07,9.99,9.99,10.14,10.14
ato,13.61,14.99,,10.14,
gunman tales,6.35,6.99,6.99,10.08,10.08
live or die,6.35,6.99,,10.08,
shred! 2 - ft sam pilgrim,9.99,10.99,11.99,10.01,20.02
dissection,0.8,0.88,,10.0,
chess ultra,11.81,12.99,12.49,9.99,5.76
mad age & this guy,2.72,2.99,,9.93,
ancient phantasma,13.64,14.99,14.99,9.9,9.9
the case of the golden idol,16.37,17.99,17.99,9.9,9.9
pity pit,4.99,5.48,4.99,9.82,0.0
buddy simulator 1984,9.1,9.99,9.99,9.78,9.78
crimson spires,18.21,19.99,19.99,9.77,9.77
the jackbox party pack 7,27.32,29.99,29.99,9.77,9.77
the jackbox party pack 3,22.77,24.99,24.99,9.75,9.75
shadow gangs,22.77,24.99,24.99,9.75,9.75
final fantasy xvi,45.55,49.99,,9.75,
stardew valley,13.66,14.99,14.99,9.74,9.74
shirone: the dragon girl,13.66,14.99,,9.74,
the coma 2b: catacomb,13.66,14.99,14.99,9.74,9.74
ikai,13.66,14.99,14.99,9.74,9.74
melobot - a last song,22.78,24.99,24.99,9.7,9.7
they are billions,27.36,29.99,29.99,9.61,9.61
angry video game nerd i & ii deluxe,9.12,9.99,13.55,9.54,48.57
octafight,5.47,5.99,4.99,9.51,-8.78
perennial order,18.26,19.99,19.99,9.47,9.47
mars 2120,18.26,19.99,19.99,9.47,9.47
radio free europa,7.3,7.99,7.99,9.45,9.45
the darkside detective,11.87,12.99,14.99,9.44,26.28
astrosmash,13.7,14.99,14.99,9.42,9.42
run from mummies,13.7,14.99,,9.42,
the mortuary assistant,22.85,24.99,24.99,9.37,9.37
devil inside us: roots of evil,13.71,14.99,14.99,9.34,9.34
hex gambit: respawned,13.71,14.99,14.99,9.34,9.34
abriss - build to destroy,13.71,14.99,14.99,9.34,9.34
dead end city,13.72,14.99,14.99,9.26,9.26
shinobi non grata,13.72,14.99,14.99,9.26,9.26
predator: hunting grounds,18.3,19.99,19.99,9.23,9.23
tents and trees,9.15,9.99,,9.18,
rainswept,9.15,9.99,9.99,9.18,9.18
the line,2.4,2.62,,9.17,
the street 10,2.74,2.99,,9.12,
creature in the well,13.74,14.99,14.99,9.1,9.1
yars rising,27.49,29.99,29.99,9.09,9.09
disney dreamlight valley,36.66,39.99,39.99,9.08,9.08
life is strange: double exposure,45.86,49.99,49.99,9.01,9.01
bulletstorm vr,27.52,29.99,,8.98,
crow country,18.36,19.99,19.99,8.88,8.88
dungeon drafters,22.96,24.99,8.33,8.84,-63.72
exocross,27.56,29.99,29.99,8.82,8.82
gori: cuddly carnage,20.21,21.99,21.99,8.81,8.81
antigraviator,14.34,15.6,19.99,8.79,39.4
the legend of santa,4.59,4.99,,8.71,
mutant mudds deluxe,9.19,9.99,,8.71,
race arcade,9.19,9.99,9.99,8.71,8.71
truck racer,9.19,9.99,,8.71,
mystik belle,13.79,14.99,14.99,8.7,8.7
crypt custodian,18.39,19.99,19.99,8.7,8.7
neva,18.39,19.99,19.99,8.7,8.7
city of brass,18.39,19.99,19.99,8.7,8.7
persona 3 portable,18.39,19.99,19.99,8.7,8.7
sam & max save the world,18.39,19.99,19.99,8.7,8.7
sam & max: beyond time and space,18.39,19.99,19.99,8.7,8.7
card-en-ciel,22.99,24.99,24.99,8.7,8.7
sky oceans: wings for hire,22.99,24.99,1.98,8.7,-91.39
monster hunter stories,27.59,29.99,,8.7,
doctor who: the edge of time,17.49,18.99,,8.58,
pavlov,23.02,24.99,,8.56,
ys ix: monstrum nox,50.66,54.99,,8.55,
super skelemania,4.6,4.99,,8.48,
primal survivors,4.6,4.99,4.99,8.48,8.48
gunbird,9.21,9.99,9.99,8.47,8.47
dragon blaze,9.21,9.99,9.99,8.47,8.47
zero gunner 2-,9.21,9.99,9.99,8.47,8.47
tengai,9.21,9.99,9.99,8.47,8.47
strikers 1945 ii,9.21,9.99,9.99,8.47,8.47
strikers 1945,9.21,9.99,9.99,8.47,8.47
gunbarich,9.21,9.99,9.99,8.47,8.47
gunbird 2,9.21,9.99,9.99,8.47,8.47
tux and fanny,9.21,9.99,9.99,8.47,8.47
samurai aces,9.21,9.99,9.99,8.47,8.47
strikers 1945 iii,9.21,9.99,9.99,8.47,8.47
the journey down: chapter three,13.82,14.99,14.99,8.47,8.47
alphadia genesis 2,13.82,14.99,14.99,8.47,8.47
chroma quaternion,13.82,14.99,14.99,8.47,8.47
ambition record,13.82,14.99,14.99,8.47,8.47
legend of ixtona,13.82,14.99,14.99,8.47,8.47
the inner friend,13.82,14.99,14.99,8.47,8.47
the journey down: chapter two,13.82,14.99,14.99,8.47,8.47
asdivine kamura,13.82,14.99,14.99,8.47,8.47
asdivine cross,13.82,14.99,14.99,8.47,8.47
ruinverse,13.82,14.99,7.49,8.47,-45.8
shinrai - broken beyond despair,13.82,14.99,14.99,8.47,8.47
alphadia neo,13.82,14.99,14.99,8.47,8.47
seek hearts,13.82,14.99,14.99,8.47,8.47
ghost sync,13.82,14.99,14.99,8.47,8.47
monster viator,13.82,14.99,14.99,8.47,8.47
asdivine saga,13.82,14.99,14.99,8.47,8.47
dragon prana,13.82,14.99,14.99,8.47,8.47
heirs of the kings,13.82,14.99,14.99,8.47,8.47
justice chronicles,13.82,14.99,14.99,8.47,8.47
monochrome order,13.82,14.99,14.99,8.47,8.47
shantae and the pirate's curse,18.43,19.99,19.99,8.46,8.46
end space,18.43,19.99,,8.46,
in stars and time,18.43,19.99,,8.46,
shantae: half-genie hero,18.43,19.99,19.99,8.46,8.46
waltz of the wizard,18.43,19.99,,8.46,
harvest moon: mad dash,18.43,19.99,19.99,8.46,8.46
barbaria,18.43,19.99,,8.46,
the jackbox naughty pack,18.43,19.99,19.99,8.46,8.46
ancient dungeon,18.43,19.99,,8.46,
ayo the clown,18.43,19.99,19.99,8.46,8.46
dave the diver,18.43,19.99,,8.46,
konosuba - god's blessing on this wonderful world! love for these clothes of desire!,46.09,49.99,,8.46,
the gravity trickster,12.9,13.99,,8.45,
jamestown+,16.59,17.99,,8.44,
harvest moon: one world,46.1,49.99,49.99,8.44,8.44
nobunaga's ambition: sphere of influence - ascension,55.32,59.99,,8.44,
nobunaga's ambition: sphere of influence,55.32,59.99,,8.44,
five nights at freddy's: security breach,36.88,39.99,39.99,8.43,8.43
demeo,36.88,39.99,,8.43,
five nights at freddy's: help wanted 2,36.88,39.99,39.99,8.43,8.43
ace attorney investigations collection,36.88,39.99,39.99,8.43,8.43
star trek: resurgence,23.05,24.99,24.99,8.42,8.42
batsugun saturn tribute boosted,27.66,29.99,29.99,8.42,8.42
age of water,27.66,29.99,29.99,8.42,8.42
floor kids,18.44,19.99,19.99,8.41,8.41
the tales of bayun,6.45,6.99,6.99,8.37,8.37
camp sunshine,6.45,6.99,7.99,8.37,23.88
the journey down: chapter one,6.45,6.99,6.99,8.37,8.37
hidden cats in new york,2.76,2.99,2.99,8.33,8.33
teenage mutant ninja turtles: mutants unleashed,36.92,39.99,39.99,8.32,8.32
battlestar galactica deadlock,27.69,29.99,29.99,8.31,8.31
star wars outlaws,64.62,69.99,69.99,8.31,8.31
moss,18.46,19.99,,8.29,
gundam breaker 4,55.46,59.99,,8.17,
shogun showdown,13.86,14.99,14.99,8.15,8.15
way of the passive fist,13.86,14.99,14.99,8.15,8.15
"zombies, aliens and guns",5.54,5.99,5.99,8.12,8.12
soul link,5.54,5.99,,8.12,
musashi vs cthulhu,4.62,4.99,4.99,8.01,8.01
takorita meets fries,4.62,4.99,4.99,8.01,8.01
prison city,9.25,9.99,9.99,8.0,8.0
raining coins,3.88,4.19,,7.99,
esports life tycoon,18.52,19.99,19.99,7.94,7.94
system critical 2,18.52,19.99,,7.94,
signalis,18.52,19.99,19.99,7.94,7.94
alchemic cutie,18.52,19.99,19.99,7.94,7.94
job simulator,18.52,19.99,,7.94,
wayward strand,18.52,19.99,19.99,7.94,7.94
cuphead,18.52,19.99,19.99,7.94,7.94
cosplay love! : enchanted princess,11.11,11.99,,7.92,
food boy,11.11,11.99,11.99,7.92,7.92
kill knight,13.89,14.99,14.99,7.92,7.92
scott whiskers in: the search for mr. fumbleclaw,13.89,14.99,14.99,7.92,7.92
gensou skydrift,22.23,23.99,,7.92,
coral island,27.79,29.99,,7.92,
nine sols,27.79,29.99,29.99,7.92,7.92
tokyo xanadu ex+,55.59,59.99,,7.92,
chained echoes,23.16,24.99,24.99,7.9,7.9
nocturnal visitors,4.63,4.99,4.99,7.78,7.78
foxyrush,4.63,4.99,4.99,7.78,7.78
micetopia,4.63,4.99,4.99,7.78,7.78
sonic x shadow generations,46.38,49.99,49.99,7.78,7.78
death note killer within,9.27,9.99,,7.77,
journey to kreisia,13.91,14.99,14.99,7.76,7.76
waking violet,6.49,6.99,,7.7,
skeler boy,7.42,7.99,7.99,7.68,7.68
broken sword - shadow of the templars: reforged,27.86,29.99,29.99,7.65,7.65
galacticare,27.86,29.99,29.99,7.65,7.65
hidden cats in rome,3.71,3.99,3.99,7.55,7.55
hidden cats in santa's realm,3.71,3.99,3.99,7.55,7.55
hidden cats in spooky town,3.71,3.99,3.99,7.55,7.55
goetia,9.29,9.99,9.99,7.53,7.53
cotton reboot!,37.29,39.99,,7.24,
ravensword: shadowlands,6.52,6.99,,7.21,
crashbots,9.32,9.99,9.99,7.19,7.19
foxyland 2,5.59,5.99,5.99,7.16,7.16
crisis vrigade,8.39,8.99,,7.15,
morphite,13.99,14.99,14.99,7.15,7.15
subdivision infinity dx,13.99,14.99,14.99,7.15,7.15
aaero,13.99,14.99,10.99,7.15,-21.44
after us,27.99,29.99,29.99,7.15,7.15
tourist bus simulator,27.99,29.99,29.99,7.15,7.15
ancestors: the humankind odyssey,37.32,39.99,39.99,7.15,7.15
princess maker 2 regeneration,37.32,39.99,,7.15,
oddworld: new 'n' tasty,18.66,19.99,19.99,7.13,7.13
legend of the skyfish,7.46,7.99,7.99,7.1,7.1
balancelot,7.46,7.99,7.99,7.1,7.1
color pals,4.66,4.99,4.99,7.08,7.08
zombo buster advance,4.66,4.99,4.99,7.08,7.08
deathchron,4.66,4.99,4.99,7.08,7.08
astrology and horoscope premium,8.41,8.99,,6.9,
metal gear solid - master collection version,18.7,19.99,19.99,6.9,6.9
metal gear solid 2: sons of liberty - master collection version,18.7,19.99,19.99,6.9,6.9
krimson,9.36,9.99,9.99,6.73,6.73
galaxy champions tv,6.45,6.88,1.39,6.67,-78.45
sky force anniversary,9.37,9.99,9.99,6.62,6.62
sky force reloaded,9.37,9.99,9.99,6.62,6.62
shave & stuff,14.06,14.99,,6.61,
knights of grayfang,14.06,14.99,14.99,6.61,6.61
snow fortress,14.06,14.99,,6.61,
iron meat,18.75,19.99,19.99,6.61,6.61
everafter falls,18.75,19.99,19.99,6.61,6.61
evil nun: the broken mask,18.75,19.99,19.99,6.61,6.61
sable's grimoire: a dragon's treasure,5.62,5.99,,6.58,
popslinger,11.72,12.49,12.49,6.57,6.57
melatonin,14.07,14.99,,6.54,
chrysolite,14.07,14.99,14.99,6.54,6.54
army of ruin,7.5,7.99,7.99,6.53,6.53
disgaea 7: vows of the virtueless,56.32,59.99,,6.52,
hyper-5,9.38,9.99,9.99,6.5,6.5
hidden cats in berlin,3.75,3.99,3.99,6.4,6.4
koloro,9.39,9.99,,6.39,
metal slug attack reloaded,9.39,9.99,9.99,6.39,6.39
cryptmaster,23.49,24.99,24.99,6.39,6.39
piggy gambit,6.39,6.79,,6.26,
the jackbox survey scramble,9.41,9.99,9.99,6.16,6.16
farmagia,47.1,49.99,,6.14,
sword art online fractured daydream,56.52,59.99,59.99,6.14,6.14
oni : road to be the mightiest oni,28.26,29.99,,6.12,
vernal edge,11.4,12.09,21.99,6.05,92.89
farmer survivors,2.82,2.99,4.99,6.03,76.95
cricket: jae's really peculiar game,23.57,24.99,24.99,6.02,6.02
astrea: six-sided oracles,23.57,24.99,24.99,6.02,6.02
a hero and a garden,4.71,4.99,4.99,5.94,5.94
the helper,1.88,1.99,,5.85,
universe for sale,14.17,14.99,14.99,5.79,5.79
monospaced lovers,18.9,19.99,,5.77,
silent hill 2,66.17,69.99,,5.77,
platform game maker,3.87,4.09,,5.68,
sam & max: the devil's playhouse,18.92,19.99,19.99,5.66,5.66
cosmodread,14.19,14.99,,5.64,
endocrisis,9.46,9.99,,5.6,
the devil within: satgat,23.68,24.99,,5.53,
return of the obra dinn,18.96,19.99,19.99,5.43,5.43
the expanse: a telltale series,19.16,20.2,24.99,5.43,30.43
platform 8,3.79,3.99,,5.28,
speedollama,8.54,8.99,8.99,5.27,5.27
toto temple deluxe,9.49,9.99,9.99,5.27,5.27
i'm on observation duty 6,11.4,11.99,5.29,5.18,-53.6
telebbit,9.5,9.99,9.99,5.16,5.16
garten of banban 4,9.5,9.99,9.99,5.16,5.16
garten of banban 6,9.5,9.99,9.99,5.16,5.16
retro revengers,9.5,9.99,9.99,5.16,5.16
garten of banban 7,9.5,9.99,9.99,5.16,5.16
fossilfuel 2,19.01,19.99,19.99,5.16,5.16
fly corp,10.69,11.24,14.99,5.14,40.22
#blud,23.77,24.99,24.99,5.13,5.13
freedom planet 2,23.77,24.99,14.99,5.13,-36.94
the legend of legacy hd remastered,47.55,49.99,,5.13,
super trunko go,7.23,7.6,9.99,5.12,38.17
athenian rhapsody,14.26,14.99,14.99,5.12,5.12
animus: revenant,14.26,14.99,14.99,5.12,5.12
highschool romance,12.36,12.99,,5.1,
heroes trials,5.7,5.99,5.99,5.09,5.09
garten of banban 3,4.75,4.99,4.99,5.05,5.05
we were here expeditions: the friendship,3.8,3.99,3.99,5.0,5.0
grieve,19.99,20.99,,5.0,
balatro,14.29,14.99,14.99,4.9,4.9
all you need is help,14.29,14.99,14.99,4.9,4.9
new world: aeternum,57.19,59.99,,4.9,
slitterhead,47.66,49.99,49.99,4.89,4.89
my name is mayo 3,1.9,1.99,,4.74,
sword of elpisia,14.32,14.99,19.84,4.68,38.55
miden tower,14.32,14.99,14.99,4.68,4.68
sephirothic stories,14.32,14.99,14.99,4.68,4.68
liege dragon,14.32,14.99,14.99,4.68,4.68
dragon lapis,14.32,14.99,14.99,4.68,4.68
crystal ortha,14.32,14.99,14.99,4.68,4.68
gale of windoria,14.32,14.99,14.99,4.68,4.68
life in willowdale: farm adventures,19.1,19.99,,4.66,
soul covenant,47.77,49.99,,4.65,
planet coaster 2,47.77,49.99,49.99,4.65,4.65
reel fishing: road trip adventure,28.66,29.99,,4.64,
nuclear throne,11.46,11.99,11.99,4.62,4.62
198x,9.55,9.99,,4.61,
luckslinger,9.55,9.99,9.99,4.61,4.61
my big sister: remastered,4.58,4.79,7.99,4.59,74.45
metal gear solid v: the phantom pain,16.26,16.99,19.99,4.49,22.94
the eerie surroundings,3.35,3.49,,4.18,
jumpjet rex,9.59,9.99,8.88,4.17,-7.4
silver nornir,14.39,14.99,14.99,4.17,4.17
fairy elements,14.39,14.99,14.99,4.17,4.17
onigo hunter,14.39,14.99,14.99,4.17,4.17
drova - forsaken kin,23.99,24.99,24.99,4.17,4.17
ys x: nordics,57.63,59.99,,4.1,
corridor vr,19.21,19.99,,4.06,
arma reforger,38.43,39.99,,4.06,
spectrolite,12.97,13.49,,4.01,
them bombs,7.69,7.99,8.69,3.9,13.0
poly party,4.81,4.99,,3.74,
junkyard fury,4.81,4.99,,3.74,
stardust galaxy warriors: stellar climax,9.63,9.99,9.99,3.74,3.74
junkyard fury 2,9.63,9.99,,3.74,
junkyard fury breakout,9.63,9.99,,3.74,
saltsea chronicles,24.1,24.99,,3.69,
demeo battles,19.28,19.99,,3.68,
rainbow cotton,19.28,19.99,19.99,3.68,3.68
scourgebringer,9.83,10.19,,3.66,
doctor cat,1.92,1.99,4.99,3.65,159.9
saviorless,8.77,9.09,,3.65,
fabledom,15.67,16.24,24.99,3.64,59.48
egglien,5.78,5.99,5.99,3.63,3.63
spooky's jump scare mansion: hd renovation,9.64,9.99,9.99,3.63,3.63
invisigun reloaded,4.82,4.99,,3.53,
touhou double focus,9.65,9.99,,3.52,
ultrawings,14.48,14.99,,3.52,
hyper light drifter,19.32,19.99,19.99,3.47,3.47
miraculous: rise of the sphinx,48.32,49.99,49.99,3.46,3.46
utawarerumono: prelude to the fallen,57.99,59.99,,3.45,
nights of azure 2: bride of the new moon,57.99,59.99,,3.45,
maria the witch,4.83,4.99,4.99,3.31,3.31
ghost blade hd,9.67,9.99,9.99,3.31,3.31
mana spark,9.67,9.99,,3.31,
garden of the sea,19.35,19.99,,3.31,
ved,24.21,24.99,24.99,3.22,3.22
subside,24.21,24.99,,3.22,
japanese rail sim: hakone town of natural beauty and hot springs,48.43,49.99,,3.22,
gekido kintaro's revenge,9.68,9.99,9.99,3.2,3.2
akai katana shin,29.06,29.99,29.99,3.2,3.2
my name is mayo 2,0.96,0.99,,3.13,
my name is mayo,0.96,0.99,,3.13,
compound,19.39,19.99,,3.09,
#killallzombies,9.21,9.49,11.99,3.04,30.18
akash: path of the five,12.62,12.99,,2.93,
frutakia 2,3.88,3.99,,2.84,
machinarium,14.59,14.99,19.99,2.74,37.01
demagnete vr,19.46,19.99,,2.72,
the undergarden,4.86,4.99,,2.67,
zombie tycoon 2: brainhov's revenge,4.86,4.99,,2.67,
beefense beemastered,7.79,7.99,7.99,2.57,2.57
five nights at freddy's: into the pit,19.5,19.99,,2.51,
go! go! pogogirl,4.87,4.99,4.99,2.46,2.46
ronin,9.75,9.99,,2.46,
stunt paradise,7.8,7.99,7.99,2.44,2.44
alteric,2.92,2.99,4.99,2.4,70.89
son and bone,29.32,29.99,,2.29,
train traffic manager,4.88,4.99,5.99,2.25,22.75
doodle devil,5.86,5.99,,2.22,
pirated code: admin edition,9.82,10.03,,2.14,
hero survival,4.89,4.99,4.99,2.04,2.04
smoothcade,7.83,7.99,7.99,2.04,2.04
armed and gelatinous: couch edition,14.69,14.99,14.99,2.04,2.04
defend the rook,14.69,14.99,14.99,2.04,2.04
iris and the giant,14.69,14.99,14.99,2.04,2.04
gravity oddity,14.69,14.99,14.99,2.04,2.04
the rise of the golden idol,19.59,19.99,19.99,2.04,2.04
the game of life 2,8.82,8.99,29.99,1.93,240.02
warhammer age of sigmar: storm ground,13.99,14.25,19.99,1.86,42.89
zero-g gunfight,4.9,4.99,,1.84,
paintball 3 - candy match factory,9.81,9.99,9.99,1.83,1.83
zeus quest - the rebirth of earth,9.81,9.99,9.99,1.83,1.83
tarot readings premium,8.83,8.99,,1.81,
palm reading premium,8.83,8.99,,1.81,
barton lynch pro surfing,49.1,49.99,49.99,1.81,1.81
tensei,2.94,2.99,2.99,1.7,1.7
vengeance hunters,19.66,19.99,19.99,1.68,1.68
tony stewart's sprint car racing,9.83,9.99,9.99,1.63,1.63
bioframe outpost,24.6,24.99,24.99,1.59,1.59
shadow of the ninja - reborn,19.68,19.99,19.99,1.58,1.58
virtuaverse,14.76,14.99,14.99,1.56,1.56
super woden gp,11.81,11.99,11.99,1.52,1.52
rage of the dragons neo,19.72,19.99,19.99,1.37,1.37
ibb & obb,9.86,9.99,,1.32,
metal gear solid v: ground zeroes,16.79,16.99,19.99,1.19,19.06
serious sam 3: bfe,19.79,19.99,,1.01,
first time in paris,10.34,10.44,,0.97,
saint kotar,19.8,19.99,19.99,0.96,0.96
trinitys,13.89,13.99,,0.72,
dreaming sarah,4.96,4.99,4.99,0.6,0.6
air missions: hind,14.91,14.99,16.99,0.54,13.95
senran kagura estival versus,24.86,24.99,,0.52,
strategic mind: blitzkrieg,29.86,29.99,,0.44,
dark mystery,5.97,5.99,,0.34,
parcel corps,24.92,24.99,24.99,0.28,0.28
bounce rescue!,1.99,1.99,1.49,0.0,-25.13
cazzarion: demon hunting,2.99,2.99,,0.0,
stereo aereo,3.99,3.99,,0.0,
son of scoregasm,4.99,4.99,,0.0,
coaster,4.99,4.99,,0.0,
ultragoodness,4.99,4.99,4.99,0.0,0.0
akinofa,4.99,4.99,4.99,0.0,0.0
pocket god vs desert ashes,4.99,4.99,,0.0,
interfectorem,4.99,4.99,,0.0,
rooten,4.99,4.99,4.99,0.0,0.0
dreamals,4.99,4.99,,0.0,
just in time incorporated,4.99,4.99,,0.0,
cross the moon,4.99,4.99,4.99,0.0,0.0
host 714,4.99,4.99,,0.0,
poop slinger,4.99,4.99,,0.0,
squad killer,4.99,4.99,4.99,0.0,0.0
castle of no escape,4.99,4.99,2.49,0.0,-50.1
inferno 2,4.99,4.99,,0.0,
waddle home,4.99,4.99,,0.0,
dogurai,4.99,4.99,4.99,0.0,0.0
reactorx,4.99,4.99,4.99,0.0,0.0
retsnom,4.99,4.99,,0.0,
toon war,4.99,4.99,,0.0,
many faces,4.99,4.99,,0.0,
capsule force,4.99,4.99,,0.0,
one strike,4.99,4.99,,0.0,
actual sunlight,4.99,4.99,,0.0,
divekick,4.99,4.99,4.99,0.0,0.0
super amazeballs,4.99,4.99,,0.0,
mathland,5.99,5.99,5.99,0.0,0.0
babol the walking box,6.99,6.99,6.99,0.0,0.0
draw a stickman: epic 2,6.99,6.99,6.99,0.0,0.0
super drunken guy,6.99,6.99,,0.0,
nowhere girl,6.99,6.99,6.99,0.0,0.0
assault on metaltron,6.99,6.99,6.99,0.0,0.0
exp parasite,7.99,7.99,21.93,0.0,174.47
wizards: wand of epicosity,7.99,7.99,8.52,0.0,6.63
five nights at freddy's 2,7.99,7.99,7.99,0.0,0.0
neptune flux,7.99,7.99,,0.0,
derrick the deathfin,7.99,7.99,,0.0,
flat kingdom paper's cut edition,7.99,7.99,7.99,0.0,0.0
asemblance,7.99,7.99,7.99,0.0,0.0
pillar,7.99,7.99,,0.0,
five nights at freddy's 4,7.99,7.99,7.99,0.0,0.0
far from noise,7.99,7.99,,0.0,
dragonfly chronicles,8.99,8.99,,0.0,
classic snake adventures,8.99,8.99,8.99,0.0,0.0
rhythm of the gods,8.99,8.99,7.79,0.0,-13.35
broken mind,9.99,9.99,9.99,0.0,0.0
fieldrunners 2,9.99,9.99,,0.0,
twisty puzzle simulator,9.99,9.99,,0.0,
militant,9.99,9.99,,0.0,
chess infinity,9.99,9.99,9.99,0.0,0.0
black hat cooperative,9.99,9.99,,0.0,
revolve,9.99,9.99,9.99,0.0,0.0
rack n ruin,9.99,9.99,9.99,0.0,0.0
fallen: a2p protocol,9.99,9.99,,0.0,
aluna: sentinel of the shards,9.99,9.99,9.99,0.0,0.0
recompile,9.99,9.99,24.99,0.0,150.15
demons of asteborg,9.99,9.99,9.89,0.0,-1.0
paladin's passage,9.99,9.99,9.99,0.0,0.0
cube life: island survival,9.99,9.99,,0.0,
gazzlers,9.99,9.99,,0.0,
guard duty,9.99,9.99,9.99,0.0,0.0
exile's end,9.99,9.99,9.99,0.0,0.0
alpha particle,9.99,9.99,9.99,0.0,0.0
albacete warrior,9.99,9.99,9.99,0.0,0.0
burn zombie burn!,9.99,9.99,,0.0,
hyper void,9.99,9.99,9.99,0.0,0.0
constant c,9.99,9.99,,0.0,
do not fall,9.99,9.99,,0.0,
proton pulse,9.99,9.99,,0.0,
last stitch goodnight,9.99,9.99,,0.0,
costume kingdom,9.99,9.99,,0.0,
ninjin: clash of carrots,9.99,9.99,9.99,0.0,0.0
spider: rite of the shrouded moon,9.99,9.99,,0.0,
selma and the wisp,9.99,9.99,,0.0,
rangi,9.99,9.99,,0.0,
little red lie,9.99,9.99,,0.0,
robox,9.99,9.99,,0.0,
monster loves you!,9.99,9.99,,0.0,
cubeworks,9.99,9.99,,0.0,
toren,9.99,9.99,,0.0,
kingdom of blades,9.99,9.99,,0.0,
asemblance: oversight,9.99,9.99,9.99,0.0,0.0
yamayama,9.99,9.99,,0.0,
greed corp,9.99,9.99,,0.0,
mutant mudds super challenge,9.99,9.99,,0.0,
bats: bloodsucker anti-terror squad,9.99,9.99,9.99,0.0,0.0
shovel knight: specter of torment,9.99,9.99,,0.0,
super dungeon tactics,9.99,9.99,9.99,0.0,0.0
zheros,9.99,9.99,9.99,0.0,0.0
shadow blade: reload,9.99,9.99,,0.0,
auto world tycoon,9.99,9.99,,0.0,
dreamals: dream quest,9.99,9.99,9.99,0.0,0.0
jaden & jasmine: the curse of deception,9.99,9.99,,0.0,
the copper canyon shoot out,9.99,9.99,,0.0,
mekazoo,9.99,9.99,9.99,0.0,0.0
giana sisters: dream runners,9.99,9.99,9.99,0.0,0.0
